specimen_id	epi_cluster	biosample	sample_name	run	bioproject	spots	avg_read_len	size_MB	release_date	n_alias_matches	fastq_ftp	fastq_bytes
C_IL080_18	Vendor_A	SAMN13199752	18USILxxx1080CcS0011	SRR10396077	PRJNA578931	224109	502	67	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10396077/SRR10396077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10396077/SRR10396077_2.fastq.gz	30633900;38194394
C_IL081_18	Vendor_A	SAMN13199424	18USIL17G1081CcS0011	SRR10396015	PRJNA578931	237029	502	72	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/015/SRR10396015/SRR10396015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/015/SRR10396015/SRR10396015_2.fastq.gz	33689928;42110169
C_IL082_18	Vendor_A	SAMN13199423	18USIL16G1082CcS0011	SRR10396016	PRJNA578931	260268	502	81	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/016/SRR10396016/SRR10396016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/016/SRR10396016/SRR10396016_2.fastq.gz	35441565;42354156
C_IL085_18	Vendor_A	SAMN13199420	18USIL15G1085CcS0011	SRR10396020	PRJNA578931	128295	501	41	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10396020/SRR10396020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10396020/SRR10396020_2.fastq.gz	21545120;21973612
C_IL086_18	Vendor_A	SAMN13199419	18USIL17G1086CcS0011	SRR10396021	PRJNA578931	111667	501	35	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/021/SRR10396021/SRR10396021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/021/SRR10396021/SRR10396021_2.fastq.gz	18803029;19335031
C_IL087_18	Vendor_A	SAMN13199418	18USIL16G1087CcS0011	SRR10396022	PRJNA578931	158517	501	50	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/022/SRR10396022/SRR10396022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/022/SRR10396022/SRR10396022_2.fastq.gz	27881554;28426872
C_IL097_18	Vendor_A	SAMN13199408	18USIL17G1097CcS0011	SRR10395577	PRJNA578931	43210	501	13	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10395577/SRR10395577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10395577/SRR10395577_2.fastq.gz	7405445;7672424
C_IL099_18	Vendor_A	SAMN13199406	18USIL17G1099CcS0011	SRR10395579	PRJNA578931	185139	501	58	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10395579/SRR10395579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10395579/SRR10395579_2.fastq.gz	31600822;33043461
C_IL113_18	Vendor_A	SAMN13199392	18USIL18G1113CcS0011	SRR10395595	PRJNA578931	23752	500	6	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/095/SRR10395595/SRR10395595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/095/SRR10395595/SRR10395595_2.fastq.gz	3042352;3390417
C_IL119_18	Vendor_A	SAMN13199386	18USIL16G1119CcS0011	SRR10395657	PRJNA578931	6191	501	1	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/057/SRR10395657/SRR10395657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/057/SRR10395657/SRR10395657_2.fastq.gz	805205;870271
C_IL120_18	Vendor_A	SAMN13199385	18USIL08G1120CcS0011	SRR10395658	PRJNA578931	15147	500	3	2019-11-07	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/058/SRR10395658/SRR10395658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/058/SRR10395658/SRR10395658_2.fastq.gz	1527770;1697547
C_IL126_18	Vendor_A	SAMN13199379	18USILxxx1126CcS0011	SRR10395665	PRJNA578931	19755	501	5	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/065/SRR10395665/SRR10395665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/065/SRR10395665/SRR10395665_2.fastq.gz	2394592;2581799
C_MO003_18	Vendor_A	SAMN13199265	18USMO02G1003CcS0011	SRR10396309	PRJNA578931	224734	500	65	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/009/SRR10396309/SRR10396309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/009/SRR10396309/SRR10396309_2.fastq.gz	34468970;38999765
C_OH003_18	Vendor_A	SAMN13199235	18USOH16G1003CcS0011	SRR10395945	PRJNA578931	98483	501	31	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/045/SRR10395945/SRR10395945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/045/SRR10395945/SRR10395945_2.fastq.gz	15072599;17021062
C_OH006_18	Vendor_A	SAMN13199232	18USOH19G1006CcS0011	SRR10395949	PRJNA578931	122434	501	40	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/049/SRR10395949/SRR10395949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/049/SRR10395949/SRR10395949_2.fastq.gz	21688660;23871080
C_OH014_18	Vendor_A	SAMN13199224	18USOH18G1014CcS0011	SRR10395957	PRJNA578931	157771	501	50	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/057/SRR10395957/SRR10395957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/057/SRR10395957/SRR10395957_2.fastq.gz	27490144;28698980
C_WI187_18	Vendor_A	SAMN13199066	18USWI10G1187CcS0011	SRR10396166	PRJNA578931	102947	502	30	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/066/SRR10396166/SRR10396166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/066/SRR10396166/SRR10396166_2.fastq.gz	13710880;16579325
C_WI194_18	Vendor_A	SAMN13199059	18USWI16G1194CcS0011	SRR10395798	PRJNA578931	136398	501	43	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/098/SRR10395798/SRR10395798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/098/SRR10395798/SRR10395798_2.fastq.gz	23690957;24907825
C_WI197_18	Vendor_A	SAMN13199056	18USWI14G1197CcS0011	SRR10395801	PRJNA578931	99365	501	31	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR10395801/SRR10395801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR10395801/SRR10395801_2.fastq.gz	15669230;16741549
C_WI198_18	Vendor_A	SAMN13199055	18USWI16G1198CcS0011	SRR10395802	PRJNA578931	150250	501	48	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR10395802/SRR10395802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR10395802/SRR10395802_2.fastq.gz	25178751;26375205
C_WI200_18	Vendor_A	SAMN13199053	18USWI19G1200CcS0011	SRR10395804	PRJNA578931	117946	501	38	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/004/SRR10395804/SRR10395804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/004/SRR10395804/SRR10395804_2.fastq.gz	20373520;21215692
C_WI208_18	Vendor_A	SAMN13199045	18USWI11G1208CcS0011	SRR10395813	PRJNA578931	160377	501	52	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/013/SRR10395813/SRR10395813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/013/SRR10395813/SRR10395813_2.fastq.gz	26709499;29487882
S_MN020_18	Vendor_A	SAMN13231174	18USMN03G1020CcS0011	SRR10412687	PRJNA578931	16317	298	2	2019-11-08	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10412687/SRR10412687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10412687/SRR10412687_2.fastq.gz	1219835;1395228
S_MN023_18	Vendor_A	SAMN13231171	18USMN12F1023CcS0011	SRR10412690	PRJNA578931	76751	282	12	2019-11-08	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/090/SRR10412690/SRR10412690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/090/SRR10412690/SRR10412690_2.fastq.gz	5136632;7322156
C_IA013_18	Vendor_B	SAMN13199666	18USIA11F1013CcS0011	SRR10395970	PRJNA578931	44423	501	13	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/070/SRR10395970/SRR10395970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/070/SRR10395970/SRR10395970_2.fastq.gz	6342913;7418270
C_IA018_18	Vendor_B	SAMN13199661	18USIA15F1018CcS0011	SRR10395976	PRJNA578931	53847	501	14	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/076/SRR10395976/SRR10395976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/076/SRR10395976/SRR10395976_2.fastq.gz	5744908;6718501
C_IA059_18	Vendor_B	SAMN13199620	18USIA01G1059CcS0011	SRR10395566	PRJNA578931	176445	500	52	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/066/SRR10395566/SRR10395566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/066/SRR10395566/SRR10395566_2.fastq.gz	23730825;27667171
C_WI008_18	Vendor_B	SAMN13199734	18USWI31E1008CcS0011	SRR10396237	PRJNA578931	32826	502	9	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/037/SRR10396237/SRR10396237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/037/SRR10396237/SRR10396237_2.fastq.gz	4088423;5162421
C_WI011_18	Vendor_B	SAMN13199731	18USWI02F1011CcS0011	SRR10396241	PRJNA578931	41308	502	10	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/041/SRR10396241/SRR10396241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/041/SRR10396241/SRR10396241_2.fastq.gz	4591222;5468202
C_WI020_18	Vendor_B	SAMN13199184	18USWI05F1020CcS0011	SRR10395601	PRJNA578931	32239	501	10	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR10395601/SRR10395601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR10395601/SRR10395601_2.fastq.gz	4669212;5506596
C_WI024_18	Vendor_B	SAMN13199180	18USWI06F1024CcS0011	SRR10395606	PRJNA578931	33220	501	10	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/006/SRR10395606/SRR10395606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/006/SRR10395606/SRR10395606_2.fastq.gz	4507783;5342738
C_WI026_18	Vendor_B	SAMN13199178	18USWI07F1026CcS0011	SRR10395608	PRJNA578931	55329	501	17	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/008/SRR10395608/SRR10395608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/008/SRR10395608/SRR10395608_2.fastq.gz	7978186;9288117
C_WI031_18	Vendor_B	SAMN13199173	18USWI08F1031CcS0011	SRR10395613	PRJNA578931	44115	501	13	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/013/SRR10395613/SRR10395613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/013/SRR10395613/SRR10395613_2.fastq.gz	5916358;6674564
C_WI033_18	Vendor_B	SAMN13199171	18USWI09F1033CcS0011	SRR10395616	PRJNA578931	43992	501	13	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/016/SRR10395616/SRR10395616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/016/SRR10395616/SRR10395616_2.fastq.gz	6281577;7279730
C_WI036_18	Vendor_B	SAMN13199168	18USWI09F1036CcS0011	SRR10395619	PRJNA578931	41418	501	12	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/019/SRR10395619/SRR10395619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/019/SRR10395619/SRR10395619_2.fastq.gz	5739327;6415897
C_WI037_18	Vendor_B	SAMN13199167	18USWI11F1037CcS0011	SRR10395620	PRJNA578931	38276	501	11	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10395620/SRR10395620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/020/SRR10395620/SRR10395620_2.fastq.gz	5682946;6109133
C_WI038_18	Vendor_B	SAMN13199166	18USWI09F1038CcS0011	SRR10395621	PRJNA578931	44406	501	13	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/021/SRR10395621/SRR10395621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/021/SRR10395621/SRR10395621_2.fastq.gz	5986297;6847738
C_WI039_18	Vendor_B	SAMN13199165	18USWI10F1039CcS0011	SRR10395622	PRJNA578931	56648	501	17	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/022/SRR10395622/SRR10395622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/022/SRR10395622/SRR10395622_2.fastq.gz	7753175;8400004
C_WI040_18	Vendor_B	SAMN13199164	18USWI11F1040CcS0011	SRR10395623	PRJNA578931	50171	501	15	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/023/SRR10395623/SRR10395623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/023/SRR10395623/SRR10395623_2.fastq.gz	7123166;7824455
C_WI041_18	Vendor_B	SAMN13199163	18USWI11F1041CcS0011	SRR10395624	PRJNA578931	42942	501	13	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/024/SRR10395624/SRR10395624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/024/SRR10395624/SRR10395624_2.fastq.gz	6156565;7059781
C_WI092_18	Vendor_B	SAMN13199160	18USWI11F1092CcS0011	SRR10395684	PRJNA578931	142758	500	38	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/084/SRR10395684/SRR10395684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/084/SRR10395684/SRR10395684_2.fastq.gz	19407750;22261728
C_WI093_18	Vendor_B	SAMN13199159	18USWI13F1093CcS0011	SRR10395685	PRJNA578931	115803	501	31	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/085/SRR10395685/SRR10395685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/085/SRR10395685/SRR10395685_2.fastq.gz	13041985;15860283
C_WI094_18	Vendor_B	SAMN13199158	18USWI12F1094CcS0011	SRR10395686	PRJNA578931	86922	501	23	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/086/SRR10395686/SRR10395686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/086/SRR10395686/SRR10395686_2.fastq.gz	12045179;13913972
C_WI095_18	Vendor_B	SAMN13199157	18USWI14F1095CcS0011	SRR10395687	PRJNA578931	114519	501	31	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/087/SRR10395687/SRR10395687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/087/SRR10395687/SRR10395687_2.fastq.gz	16387389;19241382
C_WI096_18	Vendor_B	SAMN13199156	18USWI12F1096CcS0011	SRR10395688	PRJNA578931	135378	501	37	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/088/SRR10395688/SRR10395688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/088/SRR10395688/SRR10395688_2.fastq.gz	19283254;21596525
C_WI097_18	Vendor_B	SAMN13199155	18USWI12F1097CcS0011	SRR10395689	PRJNA578931	89754	501	24	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/089/SRR10395689/SRR10395689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/089/SRR10395689/SRR10395689_2.fastq.gz	10917475;12697081
C_WI098_18	Vendor_B	SAMN13199154	18USWI14F1098CcS0011	SRR10395690	PRJNA578931	95308	501	26	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/090/SRR10395690/SRR10395690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/090/SRR10395690/SRR10395690_2.fastq.gz	12970440;15113595
C_WI099_18	Vendor_B	SAMN13199153	18USWI15F1099CcS0011	SRR10395691	PRJNA578931	96072	500	26	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/091/SRR10395691/SRR10395691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/091/SRR10395691/SRR10395691_2.fastq.gz	13156434;15486377
C_WI100_18	Vendor_B	SAMN13199152	18USWI14F1100CcS0011	SRR10395693	PRJNA578931	203997	500	55	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/093/SRR10395693/SRR10395693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/093/SRR10395693/SRR10395693_2.fastq.gz	27290376;31973395
C_WI101_18	Vendor_B	SAMN13199151	18USWI14F1101CcS0011	SRR10395694	PRJNA578931	163664	501	44	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/094/SRR10395694/SRR10395694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/094/SRR10395694/SRR10395694_2.fastq.gz	21159557;25741768
C_WI102_18	Vendor_B	SAMN13199150	18USWI14F1102CcS0011	SRR10395695	PRJNA578931	111060	501	30	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/095/SRR10395695/SRR10395695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/095/SRR10395695/SRR10395695_2.fastq.gz	14481677;17058705
C_WI103_18	Vendor_B	SAMN13199149	18USWI16F1103CcS0011	SRR10395696	PRJNA578931	171074	501	46	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/096/SRR10395696/SRR10395696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/096/SRR10395696/SRR10395696_2.fastq.gz	21830146;27156122
C_WI107_18	Vendor_B	SAMN13199145	18USWI16F1107CcS0011	SRR10395700	PRJNA578931	155023	501	42	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/000/SRR10395700/SRR10395700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/000/SRR10395700/SRR10395700_2.fastq.gz	18118825;23009117
C_WI109_18	Vendor_B	SAMN13199143	18USWI15F1109CcS0011	SRR10395702	PRJNA578931	21471	501	6	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR10395702/SRR10395702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR10395702/SRR10395702_2.fastq.gz	2545850;3180624
C_WI111_18	Vendor_B	SAMN13199141	18USWI16F1111CcS0011	SRR10395706	PRJNA578931	113419	501	31	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/006/SRR10395706/SRR10395706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/006/SRR10395706/SRR10395706_2.fastq.gz	15841580;19439830
C_WI114_18	Vendor_B	SAMN13199138	18USWI15F1114CcS0011	SRR10395767	PRJNA578931	25613	501	7	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/067/SRR10395767/SRR10395767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/067/SRR10395767/SRR10395767_2.fastq.gz	3476095;4295954
C_WI118_18	Vendor_B	SAMN13199134	18USWI18F1118CcS0011	SRR10395771	PRJNA578931	99357	501	26	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/071/SRR10395771/SRR10395771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/071/SRR10395771/SRR10395771_2.fastq.gz	14005699;16018618
C_WI121_18	Vendor_B	SAMN13199131	18USWI18F1121CcS0011	SRR10395775	PRJNA578931	14705	501	4	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/075/SRR10395775/SRR10395775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/075/SRR10395775/SRR10395775_2.fastq.gz	1979373;2262854
C_WI122_18	Vendor_B	SAMN13199130	18USWI18F1122CcS0011	SRR10395776	PRJNA578931	88717	501	24	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/076/SRR10395776/SRR10395776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/076/SRR10395776/SRR10395776_2.fastq.gz	12232761;14130956
C_WI123_18	Vendor_B	SAMN13199129	18USWI19F1123CcS0011	SRR10395777	PRJNA578931	342391	501	91	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10395777/SRR10395777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/077/SRR10395777/SRR10395777_2.fastq.gz	48536215;56210134
C_WI125_18	Vendor_B	SAMN13199127	18USWI18F1125CcS0011	SRR10395779	PRJNA578931	74681	501	20	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10395779/SRR10395779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/079/SRR10395779/SRR10395779_2.fastq.gz	10644105;12217936
C_WI128_18	Vendor_B	SAMN13199124	18USWI11F1128CcS0011	SRR10395782	PRJNA578931	32355	501	8	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/082/SRR10395782/SRR10395782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/082/SRR10395782/SRR10395782_2.fastq.gz	4523683;5197941
C_WI129_18	Vendor_B	SAMN13199123	18USWI11F1129CcS0011	SRR10395783	PRJNA578931	73476	501	20	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10395783/SRR10395783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/083/SRR10395783/SRR10395783_2.fastq.gz	9097859;10755417
C_WI131_18	Vendor_B	SAMN13199121	18USWI19F1131CcS0011	SRR10395786	PRJNA578931	188909	501	50	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/086/SRR10395786/SRR10395786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/086/SRR10395786/SRR10395786_2.fastq.gz	25447171;30212697
C_WI133_18	Vendor_B	SAMN13199119	18USWI18F1133CcS0011	SRR10395788	PRJNA578931	75351	501	20	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/088/SRR10395788/SRR10395788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/088/SRR10395788/SRR10395788_2.fastq.gz	9352953;11277800
C_WI134_18	Vendor_B	SAMN13199118	18USWI13F1134CcS0011	SRR10395789	PRJNA578931	77269	501	21	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/089/SRR10395789/SRR10395789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/089/SRR10395789/SRR10395789_2.fastq.gz	9219897;10857794
C_WI135_18	Vendor_B	SAMN13199117	18USWI20F1135CcS0011	SRR10395790	PRJNA578931	152882	501	41	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/090/SRR10395790/SRR10395790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/090/SRR10395790/SRR10395790_2.fastq.gz	19961703;24068002
C_WI138_18	Vendor_B	SAMN13199114	18USWI20F1138CcS0011	SRR10395793	PRJNA578931	101263	501	27	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/093/SRR10395793/SRR10395793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/093/SRR10395793/SRR10395793_2.fastq.gz	14366957;16766595
C_WI150_18	Vendor_B	SAMN13199102	18USWI26F1150CcS0011	SRR10396341	PRJNA578931	134786	500	40	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/041/SRR10396341/SRR10396341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/041/SRR10396341/SRR10396341_2.fastq.gz	20360680;24752230
C_WI159_18	Vendor_B	SAMN13199093	18USWI25F1159CcS0011	SRR10396350	PRJNA578931	131551	500	39	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/050/SRR10396350/SRR10396350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/050/SRR10396350/SRR10396350_2.fastq.gz	17981429;23087001
C_WI172_18	Vendor_B	SAMN13199080	18USWI01G1172CcS0011	SRR10396151	PRJNA578931	119203	500	34	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/051/SRR10396151/SRR10396151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/051/SRR10396151/SRR10396151_2.fastq.gz	18009273;20559600
C_WI173_18	Vendor_B	SAMN13199079	18USWI28F1173CcS0011	SRR10396152	PRJNA578931	94137	500	29	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/052/SRR10396152/SRR10396152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/052/SRR10396152/SRR10396152_2.fastq.gz	15453134;18393064
C_WI177_18	Vendor_B	SAMN13199075	18USWI20F1177CcS0011	SRR10396156	PRJNA578931	150025	500	43	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/056/SRR10396156/SRR10396156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/056/SRR10396156/SRR10396156_2.fastq.gz	21556169;24998532
C_WI178_18	Vendor_B	SAMN13199074	18USWI12F1178CcS0011	SRR10396157	PRJNA578931	155925	502	44	2019-11-06	1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/057/SRR10396157/SRR10396157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/057/SRR10396157/SRR10396157_2.fastq.gz	20387722;23299259
